VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore
6214,2001-02,Light Goods Vehicle,MAN,40
6214,2009-10,Light Goods Vehicle,MAN,20
6215,2001-02,Personnel Vehicle,MAN,85
6219,2005-06,Light Goods Vehicle,Iveco,65
6220,2003-04,Heavy Goods Vehicle,Iveco,50
6222,2005-06,Personnel Vehicle,Iveco,75
6222,2011-12,Personnel Vehicle,Iveco,75
6224,2005-06,Heavy Goods Vehicle,Renault,60
6225,2002-03,Light Goods Vehicle,Renault,50
6226,2001-02,Light Goods Vehicle,Renault,48
6228,2006-07,Personnel Vehicle,Renault,70
6230,2005-06,Light Goods Vehicle,Iveco,35
6231,2005-06,Light Goods Vehicle,DAF,20
6232,2005-06,Light Goods Vehicle,Ford,70
6233,2003-04,Heavy Goods Vehicle,DAF,100
6237,2000-01,Light Goods Vehicle,Ford,45
6238,2006-07,Light Goods Vehicle,Renault,0
6241,2002-03,Personnel Vehicle,MAN,80
6242,2002-03,Personnel Vehicle,Iveco,45
6242,2008-09,Personnel Vehicle,Iveco,0
6242,2011-12,Personnel Vehicle,Iveco,0
6245,2001-02,Light Goods Vehicle,Iveco,65
6245,2007-08,Light Goods Vehicle,Iveco,65
6246,2002-03,Light Goods Vehicle,Iveco,55
6246,2008-09,Light Goods Vehicle,Iveco,48
6247,2009-10,Heavy Goods Vehicle,MAN,60
6248,2001-02,Light Goods Vehicle,MAN,50
6249,2005-06,Heavy Goods Vehicle,Volkswagen,65
6249,2011-12,Heavy Goods Vehicle,Volkswagen,5
6250,2002-03,Light Goods Vehicle,Volkswagen,65
6251,2005-06,Light Goods Vehicle,Iveco,20
6251,2009-10,Light Goods Vehicle,Iveco,20
6254,2005-06,Personnel Vehicle,Renault,80
6255,2003-04,Personnel Vehicle,Renault,100
6256,2003-04,Heavy Goods Vehicle,Renault,50
6258,2005-06,Light Goods Vehicle,Iveco,55
6259,2011-12,Personnel Vehicle,DAF,40
6260,2003-04,Light Goods Vehicle,DAF,20
6261,2005-06,Light Goods Vehicle,Ford,70
6262,2005-06,Heavy Goods Vehicle,Ford,65
6264,2007-08,Light Goods Vehicle,Ford,40
6265,2007-08,Heavy Goods Vehicle,Ford,15
6266,2004-05,Heavy Goods Vehicle,DAF,75
6267,2005-06,Light Goods Vehicle,MAN,50
6268,2002-03,Light Goods Vehicle,Iveco,0
6268,2008-09,Light Goods Vehicle,Iveco,0
6269,2005-06,Light Goods Vehicle,Renault,80
6270,2003-04,Personnel Vehicle,Renault,85
6272,2003-04,Personnel Vehicle,Volkswagen,85
6273,2006-07,Light Goods Vehicle,MAN,88
6274,2006-07,Heavy Goods Vehicle,Iveco,10
6275,2003-04,Personnel Vehicle,MAN,65
6276,2008-09,Light Goods Vehicle,Iveco,20
6277,2005-06,Light Goods Vehicle,Volkswagen,50
6279,2002-03,Light Goods Vehicle,Iveco,20
6279,2007-08,Light Goods Vehicle,Iveco,10
6280,2006-07,Light Goods Vehicle,Iveco,50
6281,2006-07,Light Goods Vehicle,Iveco,80
6282,2003-04,Personnel Vehicle,Renault,75
6283,2006-07,Heavy Goods Vehicle,Renault,60
6285,2006-07,Personnel Vehicle,Renault,70
6286,2005-06,Light Goods Vehicle,Iveco,35
6287,2002-03,Heavy Goods Vehicle,DAF,60
6290,2005-06,Heavy Goods Vehicle,Ford,50
6293,2004-05,Light Goods Vehicle,Ford,70
6293,2011-12,Light Goods Vehicle,Ford,85
6294,2004-05,Heavy Goods Vehicle,DAF,40
6296,2005-06,Light Goods Vehicle,DAF,40
6300,2000-01,Heavy Goods Vehicle,Ford,50
6301,2008-09,Light Goods Vehicle,DAF,55
6302,2009-10,Heavy Goods Vehicle,DAF,65
6303,2008-09,Heavy Goods Vehicle,Ford,50
6307,2004-05,Heavy Goods Vehicle,Renault,70
6307,2010-11,Heavy Goods Vehicle,Renault,65
6308,2006-07,Light Goods Vehicle,MAN,50
6309,2003-04,Light Goods Vehicle,Renault,20
6309,2009-10,Light Goods Vehicle,Renault,55
6310,2007-08,Personnel Vehicle,MAN,60
6312,2004-05,Personnel Vehicle,MAN,55
6315,2005-06,Heavy Goods Vehicle,MAN,30
6316,2006-07,Personnel Vehicle,MAN,55
6319,2003-04,Heavy Goods Vehicle,Iveco,30
6319,2009-10,Heavy Goods Vehicle,Iveco,10
6320,2006-07,Light Goods Vehicle,Iveco,58
6321,2003-04,Personnel Vehicle,Renault,85
6322,2004-05,Light Goods Vehicle,Renault,0
6323,2006-07,Heavy Goods Vehicle,Iveco,60
6324,2006-07,Heavy Goods Vehicle,Renault,10
6327,2006-07,Personnel Vehicle,Renault,70
6329,2005-06,Light Goods Vehicle,Iveco,20
6331,2011-12,Personnel Vehicle,DAF,80
6334,2008-09,Personnel Vehicle,Ford,85
6337,2010-11,Heavy Goods Vehicle,Ford,30
6338,2009-10,Heavy Goods Vehicle,DAF,65
6339,2008-09,Light Goods Vehicle,Ford,48
6340,2006-07,Personnel Vehicle,Iveco,0
6340,2011-12,Personnel Vehicle,Iveco,0
6341,2006-07,Light Goods Vehicle,MAN,20
6342,2004-05,Personnel Vehicle,Renault,80
6343,2002-03,Personnel Vehicle,Iveco,85
6343,2008-09,Personnel Vehicle,Iveco,0
6345,2001-02,Light Goods Vehicle,Iveco,55
6345,2007-08,Light Goods Vehicle,Iveco,55
6346,2002-03,Heavy Goods Vehicle,Iveco,65
6348,2001-02,Light Goods Vehicle,Volkswagen,70
6348,2008-09,Light Goods Vehicle,Volkswagen,20
6349,2007-08,Light Goods Vehicle,Iveco,65
6351,2010-11,Heavy Goods Vehicle,Renault,10
6352,2003-04,Heavy Goods Vehicle,Renault,50
6353,2001-02,Heavy Goods Vehicle,Renault,50
6353,2010-11,Heavy Goods Vehicle,Renault,15
6356,2006-07,Personnel Vehicle,Renault,70
6358,2005-06,Light Goods Vehicle,Iveco,35
6359,2004-05,Light Goods Vehicle,DAF,20
6360,2010-11,Personnel Vehicle,DAF,75
6361,2004-05,Light Goods Vehicle,DAF,45
6363,2008-09,Heavy Goods Vehicle,Ford,30
6364,2005-06,Light Goods Vehicle,DAF,30
6365,2010-11,Light Goods Vehicle,DAF,60
6366,2006-07,Heavy Goods Vehicle,Ford,100
6367,2001-02,Personnel Vehicle,Ford,90
6367,2010-11,Personnel Vehicle,Ford,60
6369,2001-02,Light Goods Vehicle,Ford,48
6369,2008-09,Light Goods Vehicle,Ford,48
6371,2007-08,Personnel Vehicle,Iveco,80
6372,2002-03,Light Goods Vehicle,MAN,70
6373,2003-04,Personnel Vehicle,Iveco,45
6373,2006-07,Personnel Vehicle,Iveco,65
6375,2009-10,Personnel Vehicle,Renault,75
6376,2005-06,Light Goods Vehicle,Iveco,20
6378,2001-02,Light Goods Vehicle,Iveco,30
6378,2007-08,Light Goods Vehicle,Iveco,48
6379,2002-03,Light Goods Vehicle,Iveco,20
6380,2001-02,Light Goods Vehicle,Iveco,80
6380,2008-09,Light Goods Vehicle,Iveco,65
6381,2006-07,Light Goods Vehicle,Iveco,80
6382,2004-05,Light Goods Vehicle,Renault,0
6382,2010-11,Light Goods Vehicle,Renault,20
6384,2000-01,Heavy Goods Vehicle,Renault,60
6384,2005-06,Heavy Goods Vehicle,Renault,50
6385,2003-04,Light Goods Vehicle,Renault,40
6386,2005-06,Heavy Goods Vehicle,Renault,50
6386,2011-12,Heavy Goods Vehicle,Renault,30
6387,2005-06,Heavy Goods Vehicle,Renault,50
6387,2011-12,Heavy Goods Vehicle,Renault,30
6389,2003-04,Heavy Goods Vehicle,Renault,60
6389,2009-10,Heavy Goods Vehicle,Renault,30
6392,2004-05,Heavy Goods Vehicle,Renault,15
6393,2004-05,Heavy Goods Vehicle,DAF,30
6394,2007-08,Personnel Vehicle,DAF,80
6395,2006-07,Heavy Goods Vehicle,DAF,40
6395,2010-11,Heavy Goods Vehicle,DAF,35
6398,2001-02,Heavy Goods Vehicle,DAF,80
6398,2007-08,Heavy Goods Vehicle,DAF,65
6398,2010-11,Heavy Goods Vehicle,DAF,65
6402,2004-05,Light Goods Vehicle,Iveco,45
6404,2002-03,Heavy Goods Vehicle,Iveco,30
6404,2008-09,Heavy Goods Vehicle,Iveco,5
6405,2009-10,Heavy Goods Vehicle,Iveco,30
6406,2004-05,Light Goods Vehicle,Iveco,40
6407,2001-02,Light Goods Vehicle,MAN,100
6408,2004-05,Light Goods Vehicle,Renault,20
6409,2005-06,Heavy Goods Vehicle,Renault,65
6409,2011-12,Heavy Goods Vehicle,Renault,60
6411,2005-06,Light Goods Vehicle,Renault,20
6412,2005-06,Light Goods Vehicle,Renault,50
6413,2006-07,Light Goods Vehicle,Renault,70
6414,2006-07,Heavy Goods Vehicle,Renault,60
6415,2004-05,Light Goods Vehicle,DAF,45
6415,2010-11,Light Goods Vehicle,DAF,50
6417,2006-07,Heavy Goods Vehicle,DAF,30
6418,2008-09,Heavy Goods Vehicle,DAF,70
6419,2007-08,Heavy Goods Vehicle,Ford,30
6419,2011-12,Heavy Goods Vehicle,Ford,60
6423,2003-04,Personnel Vehicle,Ford,65
6424,2006-07,Heavy Goods Vehicle,Ford,30
6425,2004-05,Light Goods Vehicle,MAN,65
6426,2001-02,Light Goods Vehicle,Iveco,20
6426,2006-07,Light Goods Vehicle,Iveco,0
6427,2003-04,Heavy Goods Vehicle,Renault,10
6428,2003-04,Light Goods Vehicle,Renault,0
6428,2009-10,Light Goods Vehicle,Renault,35
6429,2003-04,Heavy Goods Vehicle,Renault,10
6429,2009-10,Heavy Goods Vehicle,Renault,15
6430,2004-05,Heavy Goods Vehicle,Iveco,50
6430,2011-12,Heavy Goods Vehicle,Iveco,50
6431,2005-06,Light Goods Vehicle,Iveco,50
6431,2011-12,Light Goods Vehicle,Iveco,50
6432,2002-03,Light Goods Vehicle,MAN,70
6434,2005-06,Light Goods Vehicle,Iveco,75
6436,2002-03,Heavy Goods Vehicle,Iveco,15
6436,2007-08,Heavy Goods Vehicle,Iveco,60
6437,2001-02,Light Goods Vehicle,Iveco,65
6437,2008-09,Light Goods Vehicle,Iveco,55
6438,2002-03,Light Goods Vehicle,Iveco,20
6438,2010-11,Light Goods Vehicle,Iveco,20
6439,2004-05,Light Goods Vehicle,Renault,0
6439,2010-11,Light Goods Vehicle,Renault,20
6440,2006-07,Heavy Goods Vehicle,Renault,30
6441,2006-07,Light Goods Vehicle,Renault,48
6442,2002-03,Heavy Goods Vehicle,Renault,15
6444,2000-01,Heavy Goods Vehicle,Ford,15
6447,2010-11,Heavy Goods Vehicle,Ford,60
6448,2005-06,Heavy Goods Vehicle,DAF,70
6448,2010-11,Heavy Goods Vehicle,DAF,60
6449,2007-08,Personnel Vehicle,DAF,25
6451,2001-02,Light Goods Vehicle,DAF,75
6451,2007-08,Light Goods Vehicle,DAF,58
6452,2004-05,Light Goods Vehicle,Ford,45
6453,2005-06,Light Goods Vehicle,DAF,40
6454,2006-07,Heavy Goods Vehicle,Ford,60
6455,2002-03,Heavy Goods Vehicle,Iveco,35
6455,2007-08,Heavy Goods Vehicle,Iveco,30
6456,2003-04,Heavy Goods Vehicle,MAN,65
6456,2011-12,Heavy Goods Vehicle,MAN,65
6457,2003-04,Light Goods Vehicle,MAN,65
6457,2010-11,Light Goods Vehicle,MAN,55
6458,2002-03,Heavy Goods Vehicle,Iveco,5
6458,2006-07,Heavy Goods Vehicle,Iveco,15
6458,2011-12,Heavy Goods Vehicle,Iveco,10
6459,2003-04,Light Goods Vehicle,Renault,40
6460,2008-09,Heavy Goods Vehicle,MAN,50
6461,2005-06,Light Goods Vehicle,Iveco,35
6462,2007-08,Light Goods Vehicle,MAN,20
6463,2001-02,Light Goods Vehicle,Renault,65
6464,2010-11,Heavy Goods Vehicle,Iveco,30
6465,2002-03,Personnel Vehicle,Volkswagen,80
6466,2005-06,Heavy Goods Vehicle,MAN,10
6468,2007-08,Heavy Goods Vehicle,Volkswagen,100
6469,2002-03,Light Goods Vehicle,Iveco,65
6469,2008-09,Light Goods Vehicle,Iveco,60
6470,2004-05,Light Goods Vehicle,Iveco,20
6471,2002-03,Heavy Goods Vehicle,Iveco,60
6473,2000-01,Heavy Goods Vehicle,Renault,30
6473,2005-06,Heavy Goods Vehicle,Renault,60
6473,2011-12,Heavy Goods Vehicle,Renault,60
6475,2005-06,Heavy Goods Vehicle,Ford,50
6477,2001-02,Heavy Goods Vehicle,DAF,15
6478,2009-10,Light Goods Vehicle,DAF,50
6479,2006-07,Heavy Goods Vehicle,Ford,50
6483,2009-10,Light Goods Vehicle,Ford,65
6484,2004-05,Light Goods Vehicle,Ford,65
6487,2004-05,Light Goods Vehicle,Renault,0
6487,2010-11,Light Goods Vehicle,Renault,20
6488,2004-05,Light Goods Vehicle,Iveco,68
6488,2009-10,Light Goods Vehicle,Iveco,70
6490,2007-08,Light Goods Vehicle,Iveco,70
6491,2007-08,Heavy Goods Vehicle,MAN,60
6491,2011-12,Heavy Goods Vehicle,MAN,10
6492,2001-02,Personnel Vehicle,Renault,100
6493,2003-04,Heavy Goods Vehicle,MAN,65
6493,2009-10,Heavy Goods Vehicle,MAN,10
6495,2002-03,Personnel Vehicle,Iveco,90
6497,2007-08,Light Goods Vehicle,MAN,55
6498,2005-06,Heavy Goods Vehicle,Iveco,100
6500,2004-05,Personnel Vehicle,Renault,70
6500,2010-11,Personnel Vehicle,Renault,70
6501,2003-04,Heavy Goods Vehicle,Renault,90
6502,2004-05,Heavy Goods Vehicle,Renault,15
6502,2010-11,Heavy Goods Vehicle,Renault,30
6503,2005-06,Heavy Goods Vehicle,Renault,0
6503,2011-12,Heavy Goods Vehicle,Renault,5
6504,2003-04,Personnel Vehicle,Renault,80
6508,2008-09,Light Goods Vehicle,Ford,70
6508,2011-12,Light Goods Vehicle,Ford,70
6510,2003-04,Personnel Vehicle,Ford,85
6511,2001-02,Light Goods Vehicle,Renault,0
6511,2007-08,Light Goods Vehicle,Renault,0
6512,2009-10,Heavy Goods Vehicle,DAF,15
6513,2006-07,Personnel Vehicle,Ford,65
6514,2006-07,Heavy Goods Vehicle,Ford,60
6515,2002-03,Light Goods Vehicle,MAN,20
6515,2009-10,Light Goods Vehicle,MAN,20
6516,2001-02,Light Goods Vehicle,MAN,45
6516,2009-10,Light Goods Vehicle,MAN,30
6517,2001-02,Light Goods Vehicle,Iveco,5
6517,2006-07,Light Goods Vehicle,Iveco,45
6518,2004-05,Light Goods Vehicle,Iveco,45
6518,2009-10,Light Goods Vehicle,Iveco,45
6519,2003-04,Light Goods Vehicle,Renault,0
6521,2008-09,Heavy Goods Vehicle,MAN,60
6522,2002-03,Heavy Goods Vehicle,Iveco,60
6522,2008-09,Heavy Goods Vehicle,Iveco,50
6550,2005-06,Heavy Goods Vehicle,Iveco,60
6554,2003-04,Heavy Goods Vehicle,Iveco,50
6557,2001-02,Light Goods Vehicle,Renault,40
6557,2007-08,Light Goods Vehicle,Renault,20
6558,2005-06,Light Goods Vehicle,Renault,90
6559,2006-07,Heavy Goods Vehicle,Volkswagen,50
6562,2002-03,Heavy Goods Vehicle,Iveco,35
6562,2007-08,Heavy Goods Vehicle,Iveco,50
6567,2002-03,Light Goods Vehicle,Iveco,88
6567,2007-08,Light Goods Vehicle,Iveco,35
6571,2000-01,Heavy Goods Vehicle,Volkswagen,80
6571,2008-09,Heavy Goods Vehicle,Volkswagen,60
6574,2005-06,Heavy Goods Vehicle,Volkswagen,65
6575,2000-01,Heavy Goods Vehicle,Volkswagen,80
6575,2008-09,Heavy Goods Vehicle,Volkswagen,60
6591,2002-03,Light Goods Vehicle,DAF,65
6597,2002-03,Light Goods Vehicle,DAF,70
6597,2008-09,Light Goods Vehicle,DAF,70
6602,2002-03,Light Goods Vehicle,DAF,0
6602,2008-09,Light Goods Vehicle,DAF,20
6604,2005-06,Light Goods Vehicle,DAF,20
6606,2004-05,Light Goods Vehicle,DAF,68
6620,2003-04,Light Goods Vehicle,DAF,70
6625,2003-04,Heavy Goods Vehicle,Iveco,65
6625,2009-10,Heavy Goods Vehicle,Iveco,60
6626,2011-12,Light Goods Vehicle,MAN,40
6629,2002-03,Heavy Goods Vehicle,Iveco,50
6629,2011-12,Heavy Goods Vehicle,Iveco,50
6631,2007-08,Light Goods Vehicle,MAN,65
6632,2004-05,Light Goods Vehicle,Iveco,68
6632,2009-10,Light Goods Vehicle,Iveco,20
6633,2001-02,Light Goods Vehicle,Iveco,70
6636,2004-05,Light Goods Vehicle,Renault,35
6636,2010-11,Light Goods Vehicle,Renault,45
6638,2005-06,Heavy Goods Vehicle,Renault,65
6639,2003-04,Light Goods Vehicle,DAF,0
6639,2010-11,Light Goods Vehicle,DAF,50
6640,2001-02,Heavy Goods Vehicle,DAF,100
6640,2007-08,Heavy Goods Vehicle,DAF,70
6642,2003-04,Light Goods Vehicle,Ford,70
6643,2003-04,Heavy Goods Vehicle,Ford,30
6643,2009-10,Heavy Goods Vehicle,Ford,30
6645,2010-11,Personnel Vehicle,Ford,85
6646,2004-05,Light Goods Vehicle,DAF,50
6647,2005-06,Heavy Goods Vehicle,DAF,90
6648,2003-04,Heavy Goods Vehicle,DAF,75
6648,2010-11,Heavy Goods Vehicle,DAF,75
6649,2001-02,Personnel Vehicle,Renault,70
6649,2006-07,Personnel Vehicle,Renault,70
6650,2002-03,Light Goods Vehicle,Iveco,55
6651,2000-01,Light Goods Vehicle,MAN,50
6651,2008-09,Light Goods Vehicle,MAN,40
6653,2003-04,Light Goods Vehicle,Iveco,45
6653,2009-10,Light Goods Vehicle,Iveco,45
6654,2010-11,Heavy Goods Vehicle,Iveco,15
6655,2005-06,Light Goods Vehicle,Iveco,35
6657,2003-04,Light Goods Vehicle,Renault,48
6657,2009-10,Light Goods Vehicle,Renault,45
6658,2002-03,Light Goods Vehicle,Volkswagen,48
6658,2011-12,Light Goods Vehicle,Volkswagen,0
6659,2006-07,Heavy Goods Vehicle,Iveco,15
6660,2007-08,Heavy Goods Vehicle,Iveco,50
6661,2001-02,Light Goods Vehicle,Iveco,75
6661,2008-09,Light Goods Vehicle,Iveco,75
6662,2002-03,Personnel Vehicle,Renault,70
6663,2004-05,Light Goods Vehicle,Renault,75
6663,2011-12,Light Goods Vehicle,Renault,50
6664,2002-03,Light Goods Vehicle,Iveco,20
6664,2007-08,Light Goods Vehicle,Iveco,20
6665,2006-07,Light Goods Vehicle,MAN,55
6666,2001-02,Personnel Vehicle,Iveco,90
6666,2006-07,Personnel Vehicle,Iveco,10
6666,2010-11,Personnel Vehicle,Iveco,75
6667,2004-05,Light Goods Vehicle,Iveco,20
6669,2003-04,Light Goods Vehicle,Iveco,80
6669,2009-10,Light Goods Vehicle,Iveco,85
6670,2003-04,Light Goods Vehicle,Iveco,35
6670,2008-09,Light Goods Vehicle,Iveco,35
6671,2002-03,Heavy Goods Vehicle,Iveco,30
6671,2007-08,Heavy Goods Vehicle,Iveco,30
6672,2009-10,Light Goods Vehicle,Renault,20
6674,2000-01,Personnel Vehicle,MAN,85
6674,2008-09,Personnel Vehicle,MAN,80
6675,2002-03,Light Goods Vehicle,MAN,48
6675,2010-11,Light Goods Vehicle,MAN,60
6677,2001-02,Light Goods Vehicle,Iveco,35
6677,2007-08,Light Goods Vehicle,Iveco,50
6678,2006-07,Light Goods Vehicle,Iveco,65
6679,2002-03,Heavy Goods Vehicle,Iveco,50
6679,2010-11,Heavy Goods Vehicle,Iveco,50
6680,2004-05,Light Goods Vehicle,Renault,65
6680,2010-11,Light Goods Vehicle,Renault,80
6681,2003-04,Heavy Goods Vehicle,Renault,80
6681,2009-10,Heavy Goods Vehicle,Renault,60
6683,2002-03,Personnel Vehicle,Renault,60
6683,2008-09,Personnel Vehicle,Renault,60
6684,2001-02,Heavy Goods Vehicle,DAF,50
6684,2007-08,Heavy Goods Vehicle,DAF,10
6685,2002-03,Personnel Vehicle,DAF,85
6685,2008-09,Personnel Vehicle,DAF,85
6686,2003-04,Heavy Goods Vehicle,DAF,80
6688,2000-01,Heavy Goods Vehicle,Ford,80
6689,2002-03,Heavy Goods Vehicle,DAF,50
6689,2008-09,Heavy Goods Vehicle,DAF,50
6690,2000-01,Heavy Goods Vehicle,Ford,70
6691,2003-04,Light Goods Vehicle,DAF,70
6693,2003-04,Heavy Goods Vehicle,Ford,65
6693,2009-10,Heavy Goods Vehicle,Ford,80
6694,2004-05,Heavy Goods Vehicle,DAF,30
6694,2011-12,Heavy Goods Vehicle,DAF,30
6695,2005-06,Heavy Goods Vehicle,DAF,100
6696,2004-05,Heavy Goods Vehicle,DAF,50
6696,2011-12,Heavy Goods Vehicle,DAF,50
6697,2007-08,Personnel Vehicle,Ford,70
6698,2000-01,Light Goods Vehicle,MAN,35
6698,2008-09,Light Goods Vehicle,MAN,0
6699,2001-02,Light Goods Vehicle,Iveco,0
6699,2006-07,Light Goods Vehicle,Iveco,0
6700,2004-05,Light Goods Vehicle,Iveco,50
6701,2011-12,Heavy Goods Vehicle,MAN,60
6702,2003-04,Light Goods Vehicle,MAN,20
6703,2003-04,Light Goods Vehicle,Renault,45
6703,2009-10,Light Goods Vehicle,Renault,55
6707,2011-12,Light Goods Vehicle,Volkswagen,50
6709,2003-04,Light Goods Vehicle,Iveco,35
6710,2008-09,Light Goods Vehicle,Iveco,50
6711,2002-03,Light Goods Vehicle,Iveco,40
6712,2004-05,Light Goods Vehicle,Renault,80
6712,2011-12,Light Goods Vehicle,Renault,65
6714,2003-04,Heavy Goods Vehicle,Renault,50
6715,2005-06,Personnel Vehicle,Renault,85
6715,2011-12,Personnel Vehicle,Renault,60
6717,2003-04,Heavy Goods Vehicle,Renault,50
6718,2002-03,Personnel Vehicle,Renault,100
6718,2008-09,Personnel Vehicle,Renault,100
6719,2005-06,Light Goods Vehicle,DAF,50
6720,2005-06,Light Goods Vehicle,Ford,68
6721,2008-09,Heavy Goods Vehicle,Ford,60
6722,2000-01,Heavy Goods Vehicle,Ford,30
6724,2011-12,Light Goods Vehicle,DAF,80
6725,2007-08,Light Goods Vehicle,Ford,80
6727,2001-02,Personnel Vehicle,DAF,80
6727,2007-08,Personnel Vehicle,DAF,85
6728,2006-07,Light Goods Vehicle,Ford,68
6730,2008-09,Light Goods Vehicle,Ford,40
6731,2001-02,Light Goods Vehicle,Iveco,20
6732,2002-03,Light Goods Vehicle,Iveco,20
6732,2007-08,Light Goods Vehicle,Iveco,20
6733,2008-09,Heavy Goods Vehicle,MAN,50
6734,2003-04,Light Goods Vehicle,Renault,48
6734,2009-10,Light Goods Vehicle,Renault,50
6735,2008-09,Light Goods Vehicle,MAN,0
6736,2005-06,Light Goods Vehicle,Iveco,75
6737,2006-07,Personnel Vehicle,Iveco,70
6738,2002-03,Light Goods Vehicle,Iveco,50
6738,2008-09,Light Goods Vehicle,Iveco,20
6739,2009-10,Heavy Goods Vehicle,Iveco,15
6740,2001-02,Light Goods Vehicle,Iveco,20
6740,2008-09,Light Goods Vehicle,Iveco,0
6741,2003-04,Light Goods Vehicle,Renault,20
6741,2009-10,Light Goods Vehicle,Renault,0
6743,2004-05,Heavy Goods Vehicle,Iveco,30
6743,2011-12,Heavy Goods Vehicle,Iveco,5
6744,2004-05,Light Goods Vehicle,Iveco,0
6744,2009-10,Light Goods Vehicle,Iveco,0
6745,2002-03,Light Goods Vehicle,Iveco,75
6745,2007-08,Light Goods Vehicle,Iveco,0
6746,2001-02,Light Goods Vehicle,Iveco,20
6746,2008-09,Light Goods Vehicle,Iveco,20
6747,2011-12,Heavy Goods Vehicle,Renault,60
6748,2004-05,Light Goods Vehicle,Renault,80
6749,2003-04,Light Goods Vehicle,Renault,0
6750,2002-03,Heavy Goods Vehicle,Iveco,5
6750,2006-07,Heavy Goods Vehicle,Iveco,40
6751,2005-06,Heavy Goods Vehicle,Renault,50
6751,2011-12,Heavy Goods Vehicle,Renault,0
6753,2002-03,Personnel Vehicle,DAF,85
6754,2002-03,Heavy Goods Vehicle,Iveco,65
6754,2008-09,Heavy Goods Vehicle,Iveco,60
6755,2008-09,Light Goods Vehicle,Ford,70
6755,2009-10,Light Goods Vehicle,Ford,70
6756,2000-01,Heavy Goods Vehicle,Ford,35
6756,2008-09,Heavy Goods Vehicle,Ford,60
6757,2004-05,Heavy Goods Vehicle,DAF,50
6757,2010-11,Heavy Goods Vehicle,DAF,30
6761,2000-01,Personnel Vehicle,MAN,80
6761,2008-09,Personnel Vehicle,MAN,85
6762,2001-02,Personnel Vehicle,Iveco,0
6765,2005-06,Light Goods Vehicle,MAN,20
6766,2000-01,Heavy Goods Vehicle,Volkswagen,15
6766,2008-09,Heavy Goods Vehicle,Volkswagen,30
6768,2002-03,Light Goods Vehicle,MAN,0
6770,2005-06,Heavy Goods Vehicle,MAN,65
6775,2005-06,Light Goods Vehicle,DAF,70
6781,2004-05,Heavy Goods Vehicle,DAF,30
6781,2010-11,Heavy Goods Vehicle,DAF,10
6799,2001-02,Light Goods Vehicle,Iveco,20
6800,2011-12,Heavy Goods Vehicle,MAN,50
6802,2010-11,Heavy Goods Vehicle,Iveco,60
6803,2003-04,Heavy Goods Vehicle,Iveco,35
6803,2008-09,Heavy Goods Vehicle,Iveco,30
6804,2002-03,Heavy Goods Vehicle,MAN,30
6807,2005-06,Personnel Vehicle,Renault,70
6808,2003-04,Heavy Goods Vehicle,Renault,5
6810,2003-04,Light Goods Vehicle,Renault,40
6813,2005-06,Light Goods Vehicle,DAF,50
6814,2010-11,Heavy Goods Vehicle,Ford,30
6816,2005-06,Light Goods Vehicle,Ford,65
6818,2006-07,Heavy Goods Vehicle,Ford,50
6819,2001-02,Personnel Vehicle,DAF,80
6820,2003-04,Personnel Vehicle,DAF,100
6821,2008-09,Heavy Goods Vehicle,Ford,50
6822,2000-01,Light Goods Vehicle,MAN,45
6822,2008-09,Light Goods Vehicle,MAN,20
6823,2001-02,Personnel Vehicle,Iveco,50
6827,2001-02,Light Goods Vehicle,MAN,60
6827,2008-09,Light Goods Vehicle,MAN,55
6828,2006-07,Light Goods Vehicle,MAN,70
6829,2007-08,Light Goods Vehicle,Iveco,35
6830,2006-07,Light Goods Vehicle,Renault,20
6831,2000-01,Light Goods Vehicle,Renault,40
6831,2005-06,Light Goods Vehicle,Renault,85
6834,2006-07,Heavy Goods Vehicle,Renault,70
6835,2004-05,Heavy Goods Vehicle,DAF,75
6836,2002-03,Personnel Vehicle,DAF,100
6836,2008-09,Personnel Vehicle,DAF,80
6844,2004-05,Heavy Goods Vehicle,Iveco,10
6844,2010-11,Heavy Goods Vehicle,Iveco,0
6846,2007-08,Light Goods Vehicle,Iveco,48
6848,2003-04,Heavy Goods Vehicle,Iveco,30
6848,2009-10,Heavy Goods Vehicle,Iveco,10
6849,2003-04,Light Goods Vehicle,Iveco,80
6849,2008-09,Light Goods Vehicle,Iveco,48
6850,2002-03,Light Goods Vehicle,Iveco,35
6850,2006-07,Light Goods Vehicle,Iveco,35
6854,2001-02,Light Goods Vehicle,MAN,40
6854,2008-09,Light Goods Vehicle,MAN,0
6855,2001-02,Heavy Goods Vehicle,Iveco,60
6855,2007-08,Heavy Goods Vehicle,Iveco,60
6856,2002-03,Heavy Goods Vehicle,Iveco,80
6858,2005-06,Light Goods Vehicle,Renault,55
6860,2003-04,Heavy Goods Vehicle,Renault,90
6865,2005-06,Heavy Goods Vehicle,Ford,50
6866,2000-01,Personnel Vehicle,Ford,85
6866,2011-12,Personnel Vehicle,Ford,80
6868,2005-06,Heavy Goods Vehicle,DAF,65
6870,2007-08,Light Goods Vehicle,Ford,80
6873,2005-06,Heavy Goods Vehicle,Iveco,100
6874,2004-05,Heavy Goods Vehicle,Iveco,30
6877,2001-02,Light Goods Vehicle,Iveco,80
6877,2008-09,Light Goods Vehicle,Iveco,30
6879,2000-01,Heavy Goods Vehicle,Renault,50
6879,2005-06,Heavy Goods Vehicle,Renault,60
